Subject ID,Group,Day,Start time,End time,Capacity,Teaching facility
IC0264,61,1,16,18,19,B1
IC0264,63,4,16,18,19,B1
ID0267,1,3,10,12,17,B1
OG0263,3,2,6,9,20,B1
OG0347,36,2,18,21,20,B1
ST0275,32,1,10,12,15,B1
GP0025,2,4,16,18,20,B1
GP0025,2,2,16,18,20,B1
IC0711,61,5,18,21,12,B1
BI0242,154,2,12,14,30,B1
CS0091,1,1,9,12,30,B1
CT0245,82,3,9,11,27,B1
DF0236,3,2,15,18,15,B1
DF0236,4,2,15,18,15,B1
ID0246,161,4,13,15,22,B1
IP0247,64,2,6,8,6,B1
IP0287,160,3,15,17,25,B1
ME0244,2,1,15,18,30,B1
NI0276,14,4,15,18,30,B1
OG0285,1,3,12,15,14,B1
OG0123,1,5,12,13.5,31,B1
OG0123,2,5,13.5,15,31,B1
OG0123,3,5,15,16.5,31,B1
OG0260,9,3,6,9,30,B1
BI0242,154,4,12,14,30,B1
FI0140,1,2,9,12,25,B1
HL0552,1,1,9,12,30,B1
HL0551,1,5,9,12,30,B1
IM0243,71,1,7,9,25,B1
IM0240,71,2,15,18,32,B1
IM0241,71,4,9,12,31,B1
IM0243,72,1,15,17,25,B1
IM0233,73,3,15,18,26,B1
ME0230,2,3,6,9,30,B1
OG0262,1,2,12,15,30,B1
OG0133,90,2,6,9,28,B1
ST0250,32,3,10,12,30,B1
IM0245,74,4,15,18,8,B1
IM0245,75,4,15,18,7,B1
IM0245,77,4,15,18,8,B1
IP0247,59,4,9,12,6,B1
IP0247,60,4,9,12,6,B1
IP0247,62,4,9,12,6,B1
IP0247,63,4,9,12,6,B1
IP0247,64,4,9,12,6,B1
OG0126,3,1,15,18,31,B1
OG0133,89,3,6,9,28,B1
PS0325,2,3,15,18,20,B1
ST0250,32,5,10,12,30,B1
CO0217,54,2,18,21,24,B1
DE0142,200,4,9,12,27,B1
FI0139,10,3,18,21,30,B1
FI0116,31,4,18,21,28,B1
HL0317,2,2,9,12,30,B1
ME0235,2,3,9,12,26,B1
ME0159,5,1,18,21,30,B1
CM0440,1,4,13.5,15,30,B7
CM0440,1,2,13.5,15,30,B7
CM0470,153,3,13.5,15,19,B7
DF0447,1,3,9,12,18,B7
DF0039,1,4,9,12,16,B7
DF0238,3,2,9,12,27,B7
GP0023,2,2,6,9,22,B7
ST0263,31,4,7.5,9,21,B7
BI0045,1,1,9,12,20,B7
CS0223,1,2,9,12,25,B7
DF0025,1,1,7.5,9,20,B7
DF0025,1,3,15,16.5,20,B7
IP0256,162,3,9,12,18,B7
PR0312,157,4,9,12,24,B7
PS0307,2,1,12,15,25,B7
ST0263,31,2,7.5,9,21,B7
CT0650,81,2,10,12,30,B7
NI0232,12,2,6,9,28,B7
NI0100,22,1,9,12,28,B7
NI0100,23,3,9,12,28,B7
OG0266,1,4,9,12,30,B7
PR0247,151,3,6,7.5,30,B7
PR0247,151,1,6,7.5,30,B7
IC0283,61,3,6,9,20,B7
ID0246,163,3,13,15,22,B7
IP0251,54,4,9,12,30,B7
NI0243,11,2,9,12,24,B7
PS0342,1,1,6,9,12,B7
ST0275,31,1,9,10,15,B7
CS0212,1,4,6,10,20,B7
CS0061,2,1,9,12,24,B7
DF0040,1,2,9,12,24,B7
IC0282,65,3,9,12,30,B7
OG0281,3,2,6,9,28,B7
CM0475,102,2,9,12,30,B7
CS0256,1,6,9,12,30,B7
CT0310,85,3,12,15,25,B7
DF0127,1,2,13.5,15,24,B7
DF0127,1,4,13.5,15,24,B7
FI0161,1,3,9,12,30,B7
OG0276,26,3,6,9,28,B7
CO0128,41,3,9,12,35,B7
GP0050,1,4,9,10.5,30,B7
GP0009,3,1,9,12,30,B7
MU0402,16,2,9,12,22,B7
CM0446,1,4,13,15,29,B7
CM0223,3,3,6,9,33,B7
CM0108,3,1,12,15,35,B7
CM0232,12,1,6,9,34,B7
CM0415,101,2,7.5,9,30,B7
CM0415,101,4,7.5,9,30,B7
DE0146,202,2,12,14,31,B7
EC0101,7,4,9,12,33,B7
IC0292,62,2,9,12,23,B7
ME0106,4,1,9,12,35,B7
NI0104,7,3,9,12,35,B7
BU0465,1,1,9,12,10,B12
BU0465,2,1,12,15,10,B12
BU0465,3,1,15,18,10,B12
BU0465,4,2,9,12,10,B12
BU0465,5,5,9,12,10,B12
BU0453,2,5,12,15,8,B12
BU0469,1,3,6,8,10,B12
BU0456,1,2,9,12,16,B12
BU0407,1,1,12,15,16,B12
BU0430,1,5,9,12,16,B12
BU0429,1,2,6,8,8,B12
BU0436,1,2,15,18,9,B12
BU0460,1,1,9,12,9,B12
BU0464,1,1,12,15,8,B12
BU0405,1,3,9,12,8,B12
BU0460,2,5,9,12,9,B12
BU0436,3,6,7,9,8,B12
BI0232,150,2,10,12,13,B13
BI0232,151,2,18,20,13,B13
BI0232,152,5,16,18,16,B13
BI0265,155,2,6,8,20,B13
BI0265,158,5,12,14,20,B13
BI0265,159,1,18,20,20,B13
BI0045,1,4,10,12,20,B13
BI0233,151,3,10,12,20,B13
BI0230,153,3,12,14,23,B13
BI0230,154,5,14,16,25,B13
BI0235,154,4,18,21,10,B13
IM0245,71,2,8,10,7,B13
IM0245,72,4,12,14,8,B13
IM0245,73,1,12,14,8,B13
IM0245,74,5,10,12,8,B13
IM0245,75,3,10,12,7,B13
IM0245,77,5,8,10,8,B13
PR0248,151,1,6,9,7,B13
PR0251,151,4,14,16,8,B13
PR0244,151,5,6,8,7,B13
PR0251,152,2,10,12,9,B13
PR0248,152,5,15,18,7,B13
PR0244,152,1,16,18,7,B13
PR0251,153,4,16,18,8,B13
PR0244,153,4,6,8,7,B13
PR0239,151,2,15,18,7,B13
PR0239,152,1,15,18,7,B13
DF0239,1,2,14,16,13,B13
DF0239,2,2,16,18,15,B13
DF0239,3,5,14,16,15,B13
DF0239,4,1,16,18,12,B13
DF0239,7,3,14,16,13,B13
DF0239,8,3,16,18,15,B13
DF0239,9,2,6,8,14,B13
DF0239,10,4,6,8,14,B13
DF0239,13,4,14,16,15,B13
DF0239,14,4,16,18,15,B13
DF0239,15,5,8,10,13,B13
DF0239,16,5,10,12,14,B13
DF0239,23,2,8,10,13,B13
DF0239,24,2,10,12,13,B13
DF0239,25,3,8,10,14,B13
DF0239,26,3,12,14,15,B13
DF0239,29,2,12,14,15,B13
DF0239,30,4,12,14,14,B13
BI0485,101,4,6,9,10,B13
BI0485,102,2,6,9,10,B13
ME0242,8,4,18,21,32,B13
OG0284,2,2,18,21,35,B13
CT0248,81,2,6,9,24,B14
CT0249,81,4,9,12,24,B14
CT0256,81,3,15,17,28,B14
CT0256,81,1,15,17,28,B14
CT0258,81,6,9,12,44,B14
CT0272,82,3,6,9,32,B14
CT0249,82,5,9,12,24,B14
CT0256,82,4,15,17,28,B14
CT0256,82,2,15,17,28,B14
CT0272,83,1,18,21,32,B14
CT0241,81,3,16,18,12,B14
CT0241,82,3,18,20,12,B14
CT0241,83,4,16,18,12,B14
CT0241,84,4,18,20,12,B14
CT0240,85,3,7,9,14,B14
CM0244,3,5,9,12,30,B14
CO0148,41,4,9,12,30,B14
CS0056,1,3,18,20,20,B14
CT0248,82,5,6,9,24,B14
DE0140,201,3,7,9,35,B14
EC0200,1,4,15,18,30,B14
IC0283,64,2,18,21,24,B14
ID0260,60,2,10,12,19,B14
IP0235,52,1,15,18,30,B14
ST0910,32,6,8,13,14,B14
ID0252,164,2,15,18,18,B14
ID0263,166,1,15,18,20,B14
ID0250,186,2,18,20,6,B14
ID0250,187,2,18,20,6,B14
ID0250,188,2,18,20,6,B14
CT0240,81,5,9,11,12,B15
CT0257,81,1,12,15,25,B15
CT0254,81,1,7,9,29,B15
CT0254,81,3,7,9,29,B15
CT0255,81,4,7,9,28,B15
CT0255,81,2,7,9,28,B15
CT0240,82,1,17,19,13,B15
CT0257,82,2,12,15,25,B15
CT0232,82,6,9,11,24,B15
CT0255,82,2,9,11,26,B15
CT0255,82,4,9,11,26,B15
CT0240,84,3,9,11,12,B15
CT0246,81,2,15,17,15,B15
CT0479,81,5,9,12,24,B15
CT0232,81,6,7,9,24,B15
CT0233,81,3,7,9,20,B15
CT0233,81,5,7,9,20,B15
CT0646,81,3,15,17,30,B15
CT0246,82,4,15,17,19,B15
CT0233,82,2,9,11,20,B15
CT0233,82,4,9,11,20,B15
CT0254,82,1,9,11,29,B15
CT0254,82,3,9,11,29,B15
CT0246,84,2,17,19,13,B15
CT0246,85,4,17,19,13,B15
ID0243,160,5,7,9,6,B16
ID0243,161,5,7,9,6,B16
ID0256,162,3,9,12,19,B16
ID0252,162,4,15,18,18,B16
ID0263,162,3,15,18,20,B16
ID0243,162,5,7,9,6,B16
ID0240,164,1,13,15,7,B16
ID0240,165,1,13,15,7,B16
ID0240,166,1,13,15,7,B16
ID0243,168,5,9,11,6,B16
ID0243,169,5,9,11,6,B16
ID0243,170,5,9,11,6,B16
ID0258,174,4,9,11,7,B16
ID0258,175,4,9,11,7,B16
ID0258,176,4,9,11,7,B16
ID0230,176,2,15,17,23,B16
ID0243,178,5,13,15,6,B16
ID0243,179,5,13,15,6,B16
ID0258,180,4,7,9,7,B16
ID0243,180,5,13,15,6,B16
ID0258,181,4,7,9,7,B16
ID0258,182,4,7,9,7,B16
ID0240,182,1,10,12,7,B16
ID0250,183,2,10,12,6,B16
ID0240,183,1,10,12,7,B16
ID0240,184,1,10,12,7,B16
ID0250,184,2,10,12,6,B16
ID0261,184,3,7,9,7,B16
ID0261,185,3,7,9,7,B16
ID0250,185,2,10,12,6,B16
ID0261,186,3,7,9,7,B16
ID0602,618,4,18,22,21,B16
ID0602,618,6,8,12,21,B16
ID0602,618,2,18,22,21,B16
ID0230,86,1,16,18,21,B16
ID0256,161,1,18,21,19,B16
ID0255,164,3,18,20,7,B16
ID0255,165,3,18,20,7,B16
ID0263,165,1,9,12,19,B16
ID0258,166,3,7,9,7,B16
ID0255,166,3,18,20,7,B16
ID0262,166,5,10,12,7,B16
ID0258,167,3,7,9,7,B16
ID0262,167,5,10,12,7,B16
ID0258,168,3,7,9,7,B16
ID0262,168,5,10,12,8,B16
ID0262,169,3,10,12,7,B16
ID0262,170,3,10,12,7,B16
ID0262,171,3,10,12,7,B16
ID0262,172,5,15,17,7,B16
ID0262,173,5,15,17,7,B16
ID0262,174,5,15,17,7,B16
ID0250,177,2,13,15,6,B16
ID0250,178,2,13,15,6,B16
ID0250,179,2,13,15,6,B16
ID0250,180,2,15,17,6,B16
ID0261,181,5,7,9,7,B16
ID0250,181,2,15,17,6,B16
ID0261,182,5,7,9,7,B16
ID0250,182,2,15,17,6,B16
ID0261,183,5,7,9,7,B16
ID0248,187,4,13,15,6,B16
ID0248,188,4,13,15,6,B16
ID0248,189,4,13,15,6,B16
ID0248,190,4,10,12,6,B16
ID0248,191,4,10,12,6,B16
ID0248,192,4,10,12,6,B16
ID0248,193,2,10,12,6,B16
ID0248,194,2,10,12,6,B16
ID0248,195,2,10,12,6,B16
ID0602,718,6,8,12,21,B16
ID0602,718,2,18,22,21,B16
ID0602,718,4,18,22,21,B16
IC0261,149,4,15,18,20,B16
ID0241,165,2,15,18,20,B16
ID0241,169,5,12,15,18,B16
ID0241,170,3,12,15,18,B16
IM0230,79,1,9,12,20,B16
IM0230,84,2,9,12,20,B16
IM0230,85,3,9,12,20,B16
ID0241,164,1,15,18,20,B16
ID0244,164,2,9,12,20,B16
ID0244,165,4,9,12,20,B16
ID0244,166,3,15,18,20,B16
IC0261,148,3,6,9,20,B16
IM0231,74,3,16,18,24,B16
CO0135,56,3,6,9,32,B16
CS0040,3,2,6,9,20,B16
DE0084,13,2,18,21,34,B16
DE0129,209,5,12,15,28,B16
EC0102,14,4,12,15,32,B16
FI0131,25,2,12,15,34,B16
GP0060,1,4,6,9,30,B16
GP0039,18,1,6,9,35,B16
HL0555,14,3,9,12,35,B16
ID0242,163,5,15,17,22,B16
ME0156,1,3,18,21,35,B16
ME0231,4,2,15,18,35,B16
NI0247,22,4,18,21,35,B16
OG0260,7,4,9,12,32,B16
OG0122,10,1,10,11.5,35,B16
OG0135,24,5,6,9,35,B16
PR0249,151,3,15,18,25,B16
ST0910,32,5,18,21,14,B16
BU0227,3,2,6,7.5,41,B16
CM0108,1,2,9,12,35,B16
DE0119,7,4,6,9,36,B16
DE0013,202,3,9,12,27,B16
DE0085,205,3,12,15,32,B16
FI0239,1,1,15,18,20,B16
FI0224,23,1,9,12,20,B16
HL0235,153,5,16,18,30,B16
IC0293,61,1,18,21,32,B16
IC0293,62,4,18,21,32,B16
IC0293,63,5,18,21,32,B16
ID0231,162,4,15,18,25,B16
ME0058,3,2,18,21,35,B16
ME0104,7,3,6,9,35,B16
NI0280,11,4,9,12,35,B16
OG0280,2,3,18,21,28,B16
OG0276,60,4,12,15,35,B16
OG0591,63,2,15,18,35,B16
PR0312,163,3,15,18,24,B16
ST0253,31,2,7.5,9,20,B16
BU0220,27,2,10.5,12,31,B16
CM0231,1,4,18,21,35,B16
CM0244,1,1,9,12,32,B16
DE0119,9,2,18,21,35,B16
EC0243,9,2,15,18,34,B16
EC0243,10,4,9,12,34,B16
EC0101,13,1,15,18,33,B16
GP0039,11,3,18,21,35,B16
IC0273,60,6,9,12,32,B16
IC0281,62,4,15,18,27,B16
IC0277,63,6,6,9,26,B16
IC0277,64,3,6,9,27,B16
IC0273,65,5,6,9,32,B16
IM0244,71,1,18,20,30,B16
NI0275,16,3,9,12,31,B16
OG0135,14,2,6,9,35,B16
PR0312,155,3,15,18,24,B16
PS0336,1,5,9,12,35,B16
PS0303,2,5,15,18,25,B16
BU0227,3,4,6,7.5,41,B17
CM0233,1,2,13,15,25,B17
CM0036,1,5,6,9,35,B17
CM0329,2,1,15,18,25,B17
CM0245,4,3,15,18,29,B17
CS0095,2,2,6,9,26,B17
DE0131,204,1,9,11,35,B17
EC0246,1,4,9,10.5,24,B17
EC0222,3,4,10.5,12,36,B17
EC0243,11,4,15,18,34,B17
EC0103,11,4,18,21,35,B17
IM0244,72,3,18,20,30,B17
NI0100,12,2,18,21,31,B17
OG0280,1,3,6,9,28,B17
OG0350,1,5,9,12,30,B17
OG0279,1,2,9,12,30,B17
OG0125,4,1,18,21,35,B17
ST0241,65,3,9,12,24,B17
CO0135,10,4,15,18,31,B17
CO0184,41,3,6,9,35,B17
DE0137,202,1,15,18,35,B17
DF0236,19,3,9,12,16,B17
DF0236,20,3,9,12,15,B17
EC0246,1,2,9,10.5,24,B17
EC0222,3,2,10.5,12,36,B17
EC0103,4,4,9,12,35,B17
FI0139,2,4,7.5,9,30,B17
FI0139,2,2,7.5,9,30,B17
FI0139,11,5,6,9,30,B17
FI0131,29,3,15,18,34,B17
HL0591,13,5,15,18,36,B17
IM0241,72,5,9,12,35,B17
ME0244,1,1,6,9,30,B17
ME0237,3,3,18,21,35,B17
ME0171,5,2,18,21,35,B17
NI0276,16,2,15,18,30,B17
OG0284,1,4,18,21,35,B17
OG0124,6,1,9,12,35,B17
OG0133,85,5,18,21,28,B17
CM0212,9,3,15,18,36,B17
CO0133,6,3,9,12,32,B17
DE0084,19,1,18,21,34,B17
DE0152,202,4,18,21,24,B17
DF0236,9,2,9,12,16,B17
DF0236,10,2,9,12,16,B17
DF0239,25,2,15,18,14,B17
DF0239,26,2,15,18,15,B17
GP0078,1,4,15,18,30,B17
GP0039,17,2,18,21,35,B17
HL0595,1,2,12,15,30,B17
HL0555,5,3,12,15,35,B17
ME0253,2,2,6,9,35,B17
ME0145,3,1,15,18,35,B17
ME0215,4,5,15,18,35,B17
NI0104,12,4,12,15,34,B17
OG0260,1,4,6,9,32,B17
OG0280,3,3,18,21,28,B17
OG0260,5,3,6,9,32,B17
OG0125,5,4,9,12,35,B17
PS0308,2,5,9,12,21,B17
ST0250,31,1,10,12,33,B17
CM0212,15,3,12,15,36,B17
DE0119,10,4,18,21,36,B17
DE0129,21,3,15,18,28,B17
FI0131,24,1,15,18,34,B17
GP0055,1,5,15,18,30,B17
GP0062,1,2,6,9,35,B17
HL0555,12,5,9,12,35,B17
HL0591,29,4,12,15,30,B17
IC0281,64,5,6,9,28,B17
IC0266,73,1,12,15,8,B17
IC0266,74,1,12,15,9,B17
IM0234,73,2,18,21,28,B17
ME0234,2,2,9,12,27,B17
ME0248,2,4,6,9,35,B17
NI0287,1,4,9,12,28,B17
NI0232,11,2,15,18,31,B17
NI0224,20,3,9,12,30,B17
OG0283,1,1,9,12,32,B17
PR0238,152,3,6,9,30,B17
ST0260,31,3,18,19,24,B17
CM0232,9,4,18,21,34,B17
CO0133,4,1,6,9,32,B17
CS0094,2,4,16,18,21,B17
DE0120,5,2,12,15,33,B17
DE0120,7,2,15,18,34,B17
DE0084,24,3,15,18,35,B17
DF0460,153,2,7.5,9,12,B17
DF0460,154,2,7.5,9,13,B17
EC0103,6,1,18,21,35,B17
EC0235,7,4,12,15,33,B17
HL0555,17,1,15,18,35,B17
IM0235,74,1,9,12,8,B17
IM0235,75,1,9,12,8,B17
IM0235,77,1,9,12,8,B17
NI0255,2,2,9,12,35,B17
NI0278,14,3,9,12,35,B17
NI0275,15,3,18,21,31,B17
OG0122,6,4,9,12,35,B17
OG0135,28,2,18,21,35,B17
BI0464,153,4,13.5,15,30,B17
CM0234,2,5,6,9,33,B17
CM0212,14,4,6,9,36,B17
CO0133,11,5,18,21,32,B17
CO0333,31,2,9,12,35,B17
CO0135,52,2,6,9,31,B17
CT0245,81,1,15,17,23,B17
DE0071,1,1,18,20,22,B17
DE0226,1,2,18,21,35,B17
DE0148,202,4,18,19.5,30,B17
DE0147,207,1,9,11,30,B17
EC0235,1,3,7.5,9,35,B17
EC0235,1,1,7.5,9,35,B17
EC0101,5,5,15,18,34,B17
FI0231,1,3,12,15,30,B17
GP0039,20,3,18,21,36,B17
HL0555,1,2,15,18,35,B17
NI0223,16,3,15,18,30,B17
OG0131,10,3,9,12,25,B17
OG0276,59,4,9,12,35,B17
BU0220,27,4,10.5,12,31,B17
CM0231,2,2,15,18,35,B17
CM0110,2,4,18,21,35,B17
DE0119,8,3,12,15,36,B17
DE0084,17,1,12,15,34,B17
DE0085,208,1,9,12,32,B17
EC0102,12,4,13.5,15,32,B17
EC0102,12,2,13.5,15,32,B17
HL0591,4,1,15,18,35,B17
ME0238,2,4,15,18,35,B17
NI0285,11,5,6,9,35,B17
NI0285,14,4,6,9,35,B17
OG0122,9,3,9,12,35,B17
OG0126,11,1,6,9,31,B17
OG0111,11,2,9,12,28,B17
OG0591,65,2,6,9,35,B17
ST0260,39,3,17,18,24,B17
ST0241,61,5,15,18,26,B17
ST0241,62,2,18,21,24,B17
CM0223,2,5,12,15,20,B17
CM0244,2,1,15,18,32,B17
CM0212,3,2,9,12,37,B17
CM0218,5,5,9,12,34,B17
CM0234,7,3,15,18,30,B17
CM0211,8,2,18,21,36,B17
CO0150,41,4,18,21,30,B17
CT0310,82,2,15,18,30,B17
DF0239,3,4,15,18,15,B17
DF0239,4,4,15,18,12,B17
DF0236,5,4,9,12,16,B17
DF0236,6,4,9,12,16,B17
EC0243,4,2,12,15,34,B17
EC0103,5,1,12,15,35,B17
GP0039,2,4,6,9,35,B17
GP0039,9,4,12,15,35,B17
IC0268,64,5,18,21,27,B17
NI0287,4,5,15,18,28,B17
OG0260,8,2,6,9,32,B17
OG0111,10,3,18,21,30,B17
OG0126,10,1,18,21,31,B17
OG0276,21,3,9,12,35,B17
OG0135,23,5,6,9,35,B17
OG0276,24,3,6,9,35,B17
ST0241,64,1,9,12,25,B17
CM0080,1,3,9,12,30,B18
CM0050,1,4,7.5,9,30,B18
CM0075,1,3,15,18,30,B18
CM0085,1,5,9,12,30,B18
CM0079,101,4,9,12,30,B18
FI0240,41,1,12,13.5,25,B18
IM0260,161,5,18,21,22,B18
OG0347,40,1,6,9,25,B18
PS0301,1,2,6,9,25,B18
CS0070,1,3,10,12,25,B18
CS0045,8,5,12,15,25,B18
FI0242,1,5,9,12,24,B18
FI0140,5,1,12,15,25,B18
FI0159,13,4,12,15,22,B18
IC0269,69,5,6,9,19,B18
ID0251,52,2,16.5,18,20,B18
IM0260,164,5,15,18,23,B18
IP0242,52,4,9,12,6,B18
IP0242,53,4,9,12,6,B18
IP0242,54,4,9,12,6,B18
IP0282,55,1,15,18,21,B18
IP0242,61,4,9,12,7,B18
IP0249,62,2,9,12,5,B18
IP0249,64,2,9,12,6,B18
IP0249,65,2,9,12,6,B18
IP0249,66,2,9,12,6,B18
ME0249,2,3,12,15,24,B18
OG0263,1,3,18,21,28,B18
OG0263,4,1,9,12,27,B18
OG0347,48,1,18,21,25,B18
OG0347,49,1,6,9,25,B18
ST0271,1,2,12,15,20,B18
ST0244,34,2,6,7.5,17,B18
ST0244,34,4,6,7.5,17,B18
ID0623,192,2,6,9,30,B18
FI0167,1,4,15,16.5,15,B18
FI0167,1,2,15,16.5,15,B18
ST0254,32,2,12,13.5,16,B18
ST0245,34,2,9,12,20,B18
CM0470,153,1,13.5,15,19,B18
CS0211,1,1,6,10,22,B18
CS0235,4,3,10,12,19,B18
CS0235,4,1,10,12,19,B18
FI0216,1,4,9,12,16,B18
IC0262,63,2,6,9,16,B18
IC0291,66,3,12,15,19,B18
IP0243,52,3,15,18,15,B18
ST0244,31,4,7.5,9,17,B18
CS0067,13,6,9,12,19,B18
FI0163,1,1,12,15,19,B18
FI0216,2,1,6,9,16,B18
FI0155,21,4,9,12,19,B18
FI0155,22,3,9,12,20,B18
FI0156,22,2,9,12,19,B18
FI0156,23,4,15,18,19,B18
FI0158,26,2,15,18,19,B18
IC0262,61,4,18,21,16,B18
IC0264,62,3,16,18,19,B18
IC0269,63,3,6,9,19,B18
IC0269,67,3,18,21,19,B18
IC0262,67,2,18,21,16,B18
IC0269,70,5,6,9,19,B18
IP0280,53,1,9,12,19,B18
ST0254,32,4,12,13.5,16,B18
ST0242,33,2,12,15,18,B18
ST0242,36,3,12,13.5,18,B18
CS0237,3,6,9,12,21,B18
FI0156,21,2,15,18,20,B18
FI0035,23,2,12,15,16,B18
IC0262,62,3,6,9,16,B18
IC0269,64,5,9,12,19,B18
ID0267,162,1,7,9,17,B18
ID0267,170,1,13,15,17,B18
IM0238,73,1,9,10.5,17,B18
IM0238,73,1,10.5,12,17,B18
IP0281,71,3,9,12,21,B18
IP0281,72,2,9,12,21,B18
IP0281,73,2,18,21,21,B18
ME0243,1,2,6,9,20,B18
ST0286,1,3,15,18,20,B18
ST0246,31,4,7.5,9,20,B18
ST0244,35,5,18,19.5,17,B18
ST0242,36,5,12,13.5,18,B18
ST0240,52,4,18,21,21,B18
ST0240,53,4,9,12,20,B18
CS0070,1,5,10,12,25,B18
CS0025,3,4,12,14,22,B18
CS0025,3,2,12,14,22,B18
CT0241,83,2,6,8,12,B18
CT0241,84,2,6,8,12,B18
FI0035,21,3,12,13.5,16,B18
FI0157,21,1,15,18,19,B18
FI0155,24,3,9,12,20,B18
IC0291,64,1,12,15,19,B18
IP0282,54,3,15,18,21,B18
ME0243,2,5,12,15,22,B18
OG0263,5,4,9,12,28,B18
OG0261,6,1,6,9,25,B18
OG0261,10,2,9,12,25,B18
ST0244,32,3,6,7.5,17,B18
ST0244,32,5,6,7.5,17,B18
IC0633,15,6,8,11,30,B18
BI0493,1,1,16,18,14,B18
FI0116,24,1,6,7.5,20,B18
FI0116,24,3,6,7.5,20,B18
BI0497,1,1,13,15,15,B18
EC0307,1,1,9,10.5,15,B18
HL0315,3,4,9,12,15,B18
PR0614,4,4,18,21,30,B18
FI0216,3,5,9,12,16,B18
FI0155,23,2,9,12,20,B18
IC0291,65,3,15,18,19,B18
IC0269,68,3,6,9,19,B18
ID0267,171,1,6,8,17,B18
IM0238,74,3,13.5,15,17,B18
IM0238,74,1,13.5,15,17,B18
ST0286,2,4,12,15,20,B18
ST0244,31,2,7.5,9,17,B18
